submission_id,where_drink
7d1ge9,At home
7d1ge9,At the office
oAKaVP,At home
ZdvLxe,At home
lNK9jV,At home
PAvLGe,At home
PAvLGe,At the office
Xe1dzY,At home
6dAGGe,At home
6dAGGe,At a cafe
7d1YLZ,At home
vNEaD0,At the office
vNEaD0,At home
pLRNKb,At the office
zK2AN0,At home
LdvjJ2,At home
LdvjJ2,At a cafe
DVAoQj,At home
xd4bKy,At home
blKRbo,At a cafe
blKRbo,At home
blKRbo,On the go
blKRbo,At the office
xd48r9,At home
xd48r9,At a cafe
9dp0bY,At home
9dp0bY,At the office
Rzvqrp,At a cafe
GrXOqp,At the office
GrXOqp,At home
GrXOqp,At a cafe
0E1qKB,At home
7d1rKL,At home
7d1rKL,At a cafe
Zdvr9y,At home
vNE5Og,At home
vNE5Og,At a cafe
8dA45x,At home
Xe1PKP,At home
g5Y6KP,At the office
g5Y6KP,At home
pLR20y,At the office
RzvqeQ,At a cafe
RzvqeQ,On the go
RzvqeQ,At home
8dABok,At home
8dAB1r,At home
OAd2ZY,At home
kYK2lj,At home
kYK2lj,On the go
kYK2lj,At a cafe
RzvADQ,At home
RzvADQ,On the go
RzvADQ,At the office
RzvADQ,At a cafe
9dp82p,At the office
9dp82p,At home
pLRElV,At home
241pJj,At home
jB5KdJ,At home
eBKxvq,At home
eBKxvq,At a cafe
dYKPVN,At home
dYKPVN,At the office
GrYYvz,At home
jB5Ne4,At home
jB5Ne4,On the go
5d8Rbo,At home
7d1GbZ,At home
OAdOL8,At home
blK0G0,At home
blK0G0,On the go
xd4kxy,At home
xd4kxy,At the office
xd4kxy,At a cafe
g5YRyl,At home
Xe1KVj,At home
VZvREv,At the office
VZvREv,At home
VZvREv,At a cafe
zK2p0M,At home
J2XaDr,At home
J2XaDr,At a cafe
pLRj4B,At the office
pLRj4B,At home
pLRj4B,At a cafe
yljKbW,At home
VZvRWl,At home
blY5eZ,At home
blY5eZ,At the office
Al47oW,At the office
Al47oW,At home
lNYaNN,At home
WAKOvP,At home
WAKOvP,At a cafe
8d6Nxl,At home
jBJeBJ,At home
QAz1z7,At home
QAz1z7,At the office
lNYBPN,At home
PAbpo1,At home
1rNdW1,At home
oA5EQ1,At home
oA5EQ1,On the go
oA5EQ1,At the office
KMW55V,At home
KMW55V,At the office
Zd1Eao,At the office
Zd1Eao,At home
Zd1Eao,On the go
VZbQlv,On the go
rlJOM2,At home
NAbX0l,At home
DVxplq,At home
DVxplq,At the office
Xe84rd,At home
blYW2Z,At home
blYW2Z,At the office
NAb78l,At the office
NAb78l,On the go
oA5285,At home
oA5285,At the office
eB0aEx,At the office
vNJP54,At the office
vNJP54,At a cafe
vNJP54,At home
vNJP54,On the go
RzbPjj,At home
RzbPjj,At a cafe
oA5GOM,At home
oA5GOM,On the go
Al4vRB,At the office
Al4vRB,On the go
Al4vRB,At a cafe
9dRQYG,At home
9dRQYG,At the office
24lNeL,On the go
24lNeL,At a cafe
24lNeL,At home
24lNeL,At the office
9dRDjY,At the office
NAb6Pb,At a cafe
NAb6Pb,At home
NAb6Pb,At the office
dY86Dq,At home
vNJA6l,At home
vNJA6l,At the office
OAbzv7,At a cafe
OAbzv7,On the go
OAbzv7,At home
OAbzv7,At the office
eB0BZq,At home
eB0BZq,At the office
eB0BZq,At a cafe
BGjXPN,At a cafe
9dRdbV,At home
DVx1aR,At home
J2eDgY,At home
GrqJeo,At home
Xe8YXY,On the go
Xe8YXY,At the office
VZbMby,At home
VZbMby,At a cafe
RzbJ9v,At home
VZb1Wv,At home
VZb1Wv,At a cafe
xdR4ro,At home
PAbvbe,At home
rlJGpv,At home
rlJGpv,On the go
rlJGpv,At a cafe
VZbv6N,At home
VZbv6N,At a cafe
24l1RL,At home
OAbV78,At home
xdRgQy,At a cafe
xdRgQy,At home
5de0vv,On the go
5de0vv,At home
5de0vv,At a cafe
g5JybJ,At home
42p4kd,At home
42p4kd,At the office
42paed,At home
eB0ezx,At home
eB0ezx,At the office
eB0ezx,On the go
Ld69rj,At the office
Ld69rj,At home
aBaYav,At home
aBaYav,At the office
DVZNMN,At home
eBYArx,At home
AljJve,At home
AljJve,At a cafe
AljJve,At the office
J2WRlr,At the office
J2WRlr,At home
J2WRlr,At a cafe
J2WRlr,On the go
7dpxRz,At home
PAGExV,At home
PAG05P,At the office
PAG05P,At home
8dRe5Y,At home
RzVLkd,At home
RzVLkd,At a cafe
RzVLkd,On the go
Xe2EGV,On the go
Xe2EGV,At a cafe
Xe2EGV,At home
42pjyB,At home
42pjyB,On the go
42pjyB,At the office
1rpMZg,At the office
GrQL1z,At home
qbkKrG,At home
qbkKrG,At a cafe
rlkdNv,At home
rlkdNv,At a cafe
OAoB5M,At home
OAoB5M,At a cafe
bl62ee,At home
bl62ee,At a cafe
GrQYrj,At home
GrQYrj,At the office
bl6Nr2,At home
bl6Nr2,On the go
YZxV75,At home
YZxV75,At a cafe
8dRAxz,On the go
8dRAxz,At home
BG2jrR,At home
BG2j71,At home
BG2j71,At the office
lNMvqk,None of these
5dpOVM,At home
jBkEvR,At home
jBkEvR,At a cafe
ZdZWkv,At the office
ZdZWkv,At home
dYkpxA,At home
0EDlP0,At home
42pdPB,At the office
42pdPB,At home
zK1oKM,At the office
zK1oKM,At home
24Dylp,At home
24Dylp,At a cafe
QAOaNl,At home
KMaZGk,At home
24DYOb,At home
KMa2YK,At the office
KMa2YK,At home
dYkJoN,At home
Ld6L9j,At the office
Ld6L9j,At a cafe
Ld6L9j,On the go
Ld6L9j,At home
blYxP2,At home
blYxP2,On the go
KMaj18,At home
KMaj18,At a cafe
24DOYj,At home
24DOYj,At a cafe
24DOYj,At the office
dYkydo,At home
dYkydo,At the office
dYkydo,On the go
dYkydo,At a cafe
Ld68Ay,At home
RzVOOv,At a cafe
RzVOOv,At home
yldOGB,At home
yldOGB,At the office
yldOGB,At a cafe
oAkX95,At home
Ld6lQ2,At home
Ld6lQ2,On the go
Ld6lQ2,At the office
Ld6lQ2,At a cafe
oAkXAP,At home
oAkXAP,At the office
aBa8l9,At home
aBa8l9,At a cafe
qbkxdk,At the office
qbkxdk,At home
lNMoMv,At home
lNMoMv,At the office
J2Wa7X,At home
J2M1ko,At home
J2M1ko,On the go
7dMLqa,At home
7dMLqa,At the office
7dMLqa,On the go
42zJob,At home
MAMNrY,At the office
MAMNrY,At home
BG0pZK,At home
VZDzDg,At home
VZDzDg,At the office
ZdDdjy,At a cafe
ZdDdjy,At the office
ZdDdjy,At home
pLvp8J,At a cafe
pLvp8J,At home
J2M4vz,At home
J2M4vz,On the go
J2M4vz,At the office
lNvxGB,At home
lNvxGB,At the office
jBv18R,At home
42zgZb,At home
42zgZb,At the office
BG0OK1,At home
BG0OK1,On the go
BG0OK1,At a cafe
BG0OK1,At the office
24o8aA,At home
kYzalJ,At home
kYzalJ,At a cafe
42OQ7r,At home
NAPD6p,At home
zKdykZ,At home
RzjoPd,At home
jBzo99,At home
Grb9O2,At home
Grb9O2,On the go
Grb9O2,At the office
Grb9O2,At a cafe
g5z9gM,At home
OAE5V7,At home
OAE5V7,On the go
5dVzNP,At home
5dVzNP,At a cafe
DVaVJ5,At home
DVaVJ5,At a cafe
7dEobZ,At home
7dEobZ,At a cafe
vNzL7d,At home
GrbJYp,At home
Al96kN,At home
Al96kN,At a cafe
Al9jbl,At home
24oDgL,At home
blzzoL,At home
blzzoL,At the office
VZNxYM,At home
DVaWjl,At a cafe
DVaWjl,At home
DVaWjl,On the go
KMGOe7,At home
KMGOe7,At a cafe
blzgY1,At home
blzgY1,At a cafe
KMGOjK,At home
KMGOjK,At a cafe
LdOgG1,At home
yl1GZ8,At home
Zdegkz,At home
Zdegkz,On the go
Zdegkz,At a cafe
BGe5v5,At home
eBz8bE,At home
eBz8bE,At a cafe
xdz8yk,At home
xdz8yk,At the office
oAzL9x,At home
0EkEeB,At home
0EkEeB,At the office
QA4GOY,On the go
QA4GOY,At home
9d4eBQ,At the office
rlYNrp,At home
rlYNrp,On the go
rlYNrp,At the office
rlqy52,At home
qbN5N7,At home
AlQKkB,At home
AlQKkB,At the office
8dEazr,At home
8dEazr,At the office
DVWzjb,None of these
oAxM95,At the office
lN4RDV,At home
lN4RDV,At the office
jBEq21,At home
QAEpMA,At home
QAEpMA,On the go
xd67ZE,At home
OAVNZK,At home
OAVNZK,At a cafe
jBEVgx,At home
aBlMgq,At home
aBlMgq,At a cafe
oAxPWX,At home
qbN99Y,At home
Ldo8Pz,At home
Ldo8Pz,At a cafe
Ldo8Pz,At the office
0EAKN6,None of these
J2BN4o,At the office
J2BN4o,At home
J2BN4o,At a cafe
J2BN4o,On the go
9dxN61,At home
9dxN61,At the office
xdgr4o,At home
LdVpav,At home
LdVpav,At the office
BG67VA,At home
BG67VA,At the office
Xe90az,At home
Xe90az,At a cafe
Xe90az,On the go
1rO7Wp,At home
dYzkGz,At home
kYgAej,At home
1rOvvQ,At the office
1rOvvQ,At home
1rOvvQ,At a cafe
1rOvMQ,At home
1rOvMQ,At the office
Rz2JQv,At home
ZdWzBV,At home
24VxvM,At home
24VxvM,At a cafe
pL54N8,At home
pL54N8,At the office
pL54N8,At a cafe
QAjOAg,At home
QAjOAg,At the office
42EpEY,At home
PA44VP,At home
vNgpPD,At home
g5ggRM,At a cafe
g5ggRM,At home
g5ggRM,On the go
g5ggRM,At the office
rlgbDN,At home
0EGYe9,At home
